Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.14;0.32;0.95;0.90;0.78;1.03;0.97;1.65;2.21;2.45;1.82;1.56;3.07
Price/Earnings;—;8.31;21.38;23.56;21.76;52.31;22.60;51.04;64.81;51.81;42.53;45.19;25.84
Price/Cash Flow;2.20;5.00;7.90;27.42;31.59;14.95;37.36;23.24;79.73;24.16;20.14;39.73;17.36
Price/Book;0.47;0.82;2.17;2.17;1.88;2.69;2.35;3.33;3.23;3.65;2.67;3.05;4.27
Price/Forward Earnings;5.56;9.80;17.36;18.32;16.50;22.17;18.42;28.90;31.85;33.90;24.75;26.57;—
PEG Ratio;0.37;0.65;1.16;1.22;1.10;1.48;1.23;—;2.13;2.26;1.65;1.75;—
Earnings Yield %;-14.01;12.03;4.68;4.24;4.60;1.91;4.43;1.96;1.54;1.93;2.35;2.46;—
Enterprise Value (Bil);0.07;0.09;0.22;0.26;0.25;0.39;0.40;0.84;1.36;1.79;1.53;0.90;—
Enterprise Value/EBIT;6.50;5.82;12.04;15.74;13.51;36.02;13.68;30.78;46.38;36.97;32.98;30.77;—
Enterprise Value/EBITDA;4.81;5.01;10.69;13.15;10.77;22.90;11.20;23.48;35.17;29.57;25.86;23.27;—
