Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;2.44;1.85;1.22;0.72;0.76;0.61;0.43;0.38;0.47;0.60;3.07
Price/Earnings;—;—;123.99;53.09;34.53;21.26;24.85;16.67;17.92;9.48;10.76;18.21;25.84
Price/Cash Flow;—;—;38.91;30.20;19.82;11.25;10.75;10.82;6.18;5.37;9.29;9.15;17.36
Price/Book;—;—;11.68;7.93;5.00;3.55;5.25;4.58;4.06;2.93;3.09;4.19;4.27
Price/Forward Earnings;—;—;65.36;38.31;27.78;18.90;21.65;17.09;16.84;11.25;12.84;17.86;—
PEG Ratio;—;—;—;1.63;1.74;1.26;1.63;1.18;3.29;0.90;7.59;2.00;—
Earnings Yield %;—;—;0.81;1.88;2.90;4.70;4.02;6.00;5.58;10.55;9.30;6.04;—
Enterprise Value (Bil);—;—;6.05;5.43;4.24;2.97;3.71;3.48;3.91;3.72;4.20;3.68;—
Enterprise Value/EBIT;—;—;52.44;28.87;20.32;12.87;16.87;15.03;19.63;10.79;11.15;15.21;—
Enterprise Value/EBITDA;—;—;37.77;22.52;15.19;9.61;11.92;10.26;10.25;6.62;6.94;9.92;—
