Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.86;1.55;2.07;2.19;3.05;3.13;4.39;4.65;7.82;8.68;7.67;5.71;3.07
Price/Earnings;16.39;19.87;21.38;22.43;29.73;35.96;61.12;26.44;73.61;143.61;90.24;63.80;25.84
Price/Cash Flow;8.33;13.49;33.66;37.41;8.59;42.48;44.80;20.23;16.58;40.90;23.26;29.86;17.36
Price/Book;3.24;2.89;4.38;5.74;10.61;3.85;4.52;4.10;1.97;2.32;2.13;4.00;4.27
Price/Forward Earnings;13.11;10.76;15.75;17.54;22.12;19.88;21.37;17.01;24.15;26.67;23.98;23.03;—
PEG Ratio;1.11;1.08;1.60;1.61;1.83;1.66;0.99;1.39;1.40;0.99;1.35;1.36;—
Earnings Yield %;6.10;5.03;4.68;4.46;3.36;2.78;1.64;3.78;1.36;0.70;1.11;1.92;—
Enterprise Value (Bil);3.46;3.66;5.35;6.89;9.83;14.39;20.03;20.79;62.25;71.75;64.81;35.88;—
Enterprise Value/EBIT;9.07;11.86;13.51;15.87;20.70;31.64;45.82;28.09;79.21;81.13;66.78;49.78;—
Enterprise Value/EBITDA;7.25;8.90;10.45;12.25;15.94;20.35;26.37;16.89;43.94;28.79;24.81;25.34;—
