Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.27;1.49;2.02;1.78;2.17;2.47;1.28;0.54;0.80;1.12;1.48;1.27;3.01
Price/Earnings;14.65;14.65;20.01;17.05;61.29;36.39;20.39;—;551.57;27.60;22.13;69.58;25.53
Price/Cash Flow;5.66;6.87;10.15;9.31;12.82;60.78;30.02;9.28;9.75;14.05;61.26;23.41;17.03
Price/Book;1.53;1.72;2.28;1.88;2.64;3.38;2.00;2.10;3.45;2.83;3.41;2.64;4.19
Price/Forward Earnings;—;11.40;14.97;14.39;20.70;18.45;16.78;9.25;16.47;26.88;52.36;23.00;—
PEG Ratio;—;1.10;1.90;1.90;2.77;1.36;1.92;1.85;1.50;6.81;10.45;4.16;—
Earnings Yield %;6.83;6.82;5.00;5.87;1.63;2.75;4.90;-45.89;0.18;3.62;-0.82;-4.25;—
Enterprise Value (Bil);367.39;383.07;390.84;403.64;409.34;312.24;175.22;104.16;105.26;71.62;123.87;151.42;—
Enterprise Value/EBIT;13.64;16.94;19.69;19.33;19.17;24.82;18.59;—;21.41;7.47;17.66;31.51;—
Enterprise Value/EBITDA;10.72;12.90;14.50;14.02;13.81;18.10;12.82;—;9.19;4.91;54.74;25.31;—
