Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.11;1.76;0.48;0.42;0.51;0.42;0.99;0.56;0.59;2.77;2.95;1.05;3.07
Price/Earnings;181.29;24.07;12.46;—;—;13.26;3.56;—;38.73;—;91.85;23.69;25.84
Price/Cash Flow;5.34;10.05;2.44;4.94;5.39;3.11;7.32;4.42;5.25;26.56;19.97;9.72;17.36
Price/Book;1.46;1.69;0.47;1.36;2.16;—;10.99;31.19;1.53;5.15;4.26;15.02;4.27
Price/Forward Earnings;16.92;16.78;9.62;41.67;19.42;13.85;33.56;11.52;13.74;86.21;17.73;32.27;—
PEG Ratio;1.17;1.74;1.00;4.32;—;—;—;—;—;—;—;—;—
Earnings Yield %;0.55;4.15;8.03;-79.75;-15.11;7.54;28.06;-11.90;2.58;-7.13;1.09;4.52;—
Enterprise Value (Bil);4.74;6.27;3.25;2.09;2.32;6.15;7.46;6.50;13.96;22.87;20.78;11.44;—
Enterprise Value/EBIT;17.66;14.07;9.05;—;—;11.03;14.03;11.75;19.99;—;38.81;16.10;—
Enterprise Value/EBITDA;9.82;9.07;4.85;—;—;7.45;9.23;8.22;12.60;—;23.41;31.12;—
