Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.18;1.49;1.80;2.17;3.73;4.26;3.36;3.26;3.57;4.67;5.83;3.87;1.89
Price/Earnings;12.90;16.68;21.04;24.21;33.14;37.20;27.40;26.40;30.36;38.62;46.80;32.27;18.67
Price/Cash Flow;9.19;13.11;16.19;15.69;21.88;25.73;18.51;28.56;26.73;40.55;37.71;27.81;10.50
Price/Book;2.78;2.86;3.53;4.03;6.53;9.05;6.33;5.52;5.85;7.62;8.92;6.84;1.64
Price/Forward Earnings;12.77;12.63;17.45;—;—;—;—;—;27.10;32.68;41.49;—;—
PEG Ratio;5.55;5.49;7.59;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.75;5.99;4.75;4.13;3.02;2.69;3.65;3.79;3.29;2.59;2.14;3.16;—
Enterprise Value (Bil);0.35;0.45;0.62;0.79;1.42;2.13;1.79;1.81;2.27;3.17;4.00;2.26;—
Enterprise Value/EBIT;10.13;13.07;17.70;18.86;23.91;27.24;19.87;20.01;23.82;30.15;37.55;24.51;—
Enterprise Value/EBITDA;7.65;9.76;13.08;14.08;18.88;22.82;17.29;17.56;20.60;25.35;31.36;20.98;—
