Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.24;—;—;7.23;19.08;0.85;1.10;1.03;0.73;1.36;0.73;1.00;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;132.75;93.00;—;25.84
Price/Cash Flow;1.73;—;—;—;—;234.98;—;11.51;5.92;34.31;8.62;45.69;17.36
Price/Book;9.17;5.37;8.06;3.73;6.35;0.83;1.28;1.34;0.91;1.88;1.01;1.18;4.27
Price/Forward Earnings;21.65;—;—;—;—;-15.67;-22.57;17.57;62.50;18.32;39.22;23.87;—
PEG Ratio;—;—;—;—;—;—;—;0.44;1.56;—;—;—;—
Earnings Yield %;-313.93;-2.52;-26.89;-15.85;-12.40;-87.25;-21.59;-11.39;-0.40;0.75;-2.19;-18.80;—
Enterprise Value (Mil);15.59;28.63;51.12;25.35;106.23;214.29;315.11;313.38;230.29;441.18;240.87;291.67;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;37.51;49.19;202.75;-9.12;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;647.48;11.77;18.28;14.93;-11.51;—
