Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.46;0.54;0.57;0.54;0.49;0.55;0.78;0.34;0.44;0.56;0.66;0.55;3.01
Price/Earnings;5.40;—;—;27.72;—;8.30;64.23;5.87;9.01;—;4.31;17.05;25.53
Price/Cash Flow;17.13;5.24;7.23;23.62;3.97;5.84;10.09;2.70;3.53;4.94;7.24;5.49;17.03
Price/Book;1.14;1.58;1.53;1.28;1.41;1.76;2.74;1.01;1.03;1.43;1.66;1.62;4.19
Price/Forward Earnings;6.68;10.12;21.32;10.57;4.92;8.76;14.37;5.61;10.12;19.92;21.60;17.54;—
PEG Ratio;0.67;3.38;—;0.17;—;—;—;—;—;—;—;—;—
Earnings Yield %;18.52;-2.08;-4.69;3.61;-4.52;12.04;1.56;17.03;11.10;-25.44;-38.74;6.79;—
Enterprise Value (Bil);1.00;1.00;0.96;0.95;0.85;2.46;3.12;2.22;2.27;1.85;2.00;2.41;—
Enterprise Value/EBIT;6.18;30.86;58.65;22.10;199.55;18.64;20.60;12.74;13.61;—;7.78;16.03;—
Enterprise Value/EBITDA;4.51;10.32;12.01;8.71;12.54;10.20;10.94;7.05;7.54;—;4.91;8.68;—
