Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.10;1.55;1.30;1.16;1.09;0.84;1.37;0.83;1.13;1.26;1.38;1.10;3.01
Price/Earnings;54.83;6.91;16.78;16.86;15.78;11.58;18.64;9.10;12.30;10.75;10.50;12.52;25.53
Price/Cash Flow;269.55;—;—;—;16.91;16.59;44.47;24.37;22.32;17.95;20.08;32.66;17.03
Price/Book;1.52;1.76;1.78;1.81;2.01;1.50;2.48;1.44;1.93;2.12;2.52;1.94;4.19
Price/Forward Earnings;15.43;14.95;13.99;13.04;13.25;10.08;15.95;8.11;11.22;8.70;8.23;10.89;—
PEG Ratio;2.81;—;1.28;0.84;0.60;0.84;0.87;0.72;0.51;0.92;0.55;0.80;—
Earnings Yield %;1.82;14.48;5.96;5.93;6.34;8.64;5.37;10.99;8.13;9.30;9.52;8.26;—
Enterprise Value (Bil);4.66;8.28;9.79;12.26;14.27;12.17;21.07;14.67;21.23;26.36;34.93;20.09;—
Enterprise Value/EBIT;72.86;24.02;14.77;15.06;12.70;9.12;13.36;7.36;10.41;9.12;8.70;10.13;—
Enterprise Value/EBITDA;55.58;22.79;14.28;14.38;12.12;8.72;12.91;7.14;10.05;8.88;8.53;9.79;—
