Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.97;1.06;1.24;1.10;1.21;1.08;1.04;0.99;1.13;1.12;1.18;1.08;3.01
Price/Earnings;19.70;23.74;19.64;22.06;24.70;22.95;48.28;18.29;25.28;49.20;22.17;30.58;25.53
Price/Cash Flow;15.12;14.85;17.78;15.10;12.23;12.85;14.94;12.78;13.48;10.59;11.51;12.90;17.03
Price/Book;3.25;3.75;4.45;3.47;3.71;3.54;3.41;3.05;3.56;3.54;3.62;3.42;4.19
Price/Forward Earnings;17.18;20.79;20.24;20.41;20.04;21.23;19.49;27.17;—;—;—;20.40;—
PEG Ratio;2.17;3.65;10.13;1.66;2.09;2.93;6.10;—;—;—;—;2.52;—
Earnings Yield %;5.08;4.21;5.09;4.53;4.05;4.36;2.07;5.47;3.96;2.03;4.51;3.63;—
Enterprise Value (Bil);2.91;3.83;5.39;4.84;5.45;5.13;4.90;4.67;5.88;5.84;6.13;5.36;—
Enterprise Value/EBIT;13.79;16.49;15.32;15.55;17.56;16.29;30.65;18.67;23.09;40.40;17.90;25.73;—
Enterprise Value/EBITDA;9.62;11.43;11.53;11.03;12.38;11.25;15.99;11.84;14.77;20.33;12.76;15.04;—
