Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.89;4.69;6.59;5.35;7.49;6.47;7.07;5.67;6.04;7.04;9.37;6.59;3.07
Price/Earnings;22.01;21.79;32.19;28.21;36.02;29.00;35.24;39.21;28.75;33.89;33.64;34.24;25.84
Price/Cash Flow;14.88;14.14;20.90;17.10;20.69;16.92;20.42;16.26;17.66;21.26;25.27;18.77;17.36
Price/Book;3.83;3.25;4.54;3.66;4.60;4.09;4.66;4.28;4.73;5.56;7.35;4.79;4.27
Price/Forward Earnings;14.68;16.16;22.37;17.89;23.09;19.46;25.58;22.03;24.57;30.58;31.35;25.85;—
PEG Ratio;0.72;1.10;1.49;1.43;2.16;1.18;1.31;1.07;1.87;1.54;1.47;1.48;—
Earnings Yield %;4.54;4.59;3.11;3.54;2.78;3.45;2.84;2.55;3.48;2.95;2.97;3.06;—
Enterprise Value (Bil);171.49;190.88;325.09;302.59;460.63;459.95;633.28;621.13;813.71;1,077.00;1,606.59;756.39;—
Enterprise Value/EBIT;14.78;14.17;23.09;18.95;24.14;20.34;24.23;18.83;20.81;26.79;26.00;22.28;—
Enterprise Value/EBITDA;12.86;11.62;18.13;14.61;19.19;16.16;19.36;14.98;16.26;20.10;21.38;17.51;—
