Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.52;3.70;2.98;2.93;3.90;4.81;3.46;3.64;4.40;3.92;5.43;4.13;3.01
Price/Earnings;37.59;55.55;—;—;—;37.69;93.74;55.97;11.34;—;7.30;51.75;25.53
Price/Cash Flow;10.38;10.67;9.99;11.12;13.89;19.48;13.74;12.34;14.42;14.27;24.48;15.12;17.03
Price/Book;1.23;1.29;1.10;1.03;1.40;1.72;1.30;1.21;1.34;0.85;1.07;1.25;4.19
Price/Forward Earnings;36.36;22.17;21.88;19.08;—;—;—;—;—;—;—;—;—
PEG Ratio;19.32;11.26;11.11;9.68;—;—;—;—;—;—;—;—;—
Earnings Yield %;2.66;1.80;-0.84;-0.89;-4.97;2.65;1.07;1.79;8.82;-9.87;-8.37;1.38;—
Enterprise Value (Bil);4.20;4.43;3.96;3.83;4.10;5.04;4.69;4.57;5.21;4.00;4.07;4.58;—
Enterprise Value/EBIT;19.77;26.28;38.92;38.81;—;28.93;33.81;32.17;15.02;—;205.74;48.92;—
Enterprise Value/EBITDA;10.38;12.28;13.41;13.70;25.79;14.29;13.45;14.37;9.65;32.24;45.56;17.56;—
