Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.93;5.78;9.00;10.06;9.12;11.17;13.57;16.14;14.42;13.25;16.59;13.50;3.07
Price/Earnings;12.92;18.77;27.53;29.45;24.22;26.89;33.12;14.20;35.28;30.34;40.06;27.36;25.84
Price/Cash Flow;11.71;13.84;21.50;25.42;18.61;24.73;27.37;25.85;29.06;23.52;29.90;25.71;17.36
Price/Book;0.77;0.79;1.19;1.38;1.43;1.83;2.37;2.88;2.68;2.42;2.89;2.39;4.27
Price/Forward Earnings;12.63;14.14;21.28;23.20;21.10;24.21;27.32;25.58;26.88;27.32;31.55;25.95;—
PEG Ratio;0.92;—;1.80;2.01;1.86;3.10;3.65;—;2.72;5.29;4.47;3.34;—
Earnings Yield %;7.74;5.33;3.63;3.40;4.13;3.72;3.02;7.04;2.83;3.30;2.50;4.21;—
Enterprise Value (Bil);9.73;18.01;26.92;30.69;31.26;39.87;50.21;69.06;74.33;67.21;79.08;59.58;—
Enterprise Value/EBIT;4.60;9.86;14.92;17.70;15.03;17.47;18.84;24.49;25.44;22.57;29.82;21.51;—
Enterprise Value/EBITDA;4.10;8.66;13.18;15.57;13.54;15.91;17.44;22.81;22.05;19.55;25.49;19.29;—
