Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.24;0.77;1.18;1.60;0.87;1.08;1.51;2.39;1.61;1.70;1.90;1.63;3.07
Price/Earnings;8.58;9.93;23.36;18.91;13.83;120.00;24.45;35.05;13.05;7.19;12.94;27.38;25.84
Price/Cash Flow;6.76;6.54;9.59;11.64;9.22;9.41;12.24;12.87;11.65;12.90;14.14;11.78;17.36
Price/Book;1.83;1.08;1.62;1.97;1.04;1.22;1.53;1.91;1.40;1.29;1.50;1.48;4.27
Price/Forward Earnings;9.82;8.55;13.99;15.87;10.64;12.29;14.97;15.60;14.22;13.59;12.00;13.26;—
PEG Ratio;0.90;1.97;1.27;1.59;—;—;—;—;—;0.91;0.80;—;—
Earnings Yield %;11.65;10.07;4.28;5.29;7.23;0.83;4.09;2.85;7.66;13.90;7.73;6.19;—
Enterprise Value (Bil);2.26;1.28;1.94;2.55;1.16;1.89;2.41;2.63;2.30;1.68;2.74;2.23;—
Enterprise Value/EBIT;4.88;5.74;14.96;12.95;8.16;131.08;19.12;14.55;10.33;6.25;15.46;20.70;—
Enterprise Value/EBITDA;4.25;4.05;8.72;8.91;4.99;18.94;11.54;11.33;7.96;4.51;9.52;10.12;—
