Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.38;4.18;4.82;2.11;4.15;2.58;7.72;13.28;16.07;26.06;26.02;12.88;3.07
Price/Earnings;—;—;—;—;—;—;—;240.60;34.43;249.31;1,223.00;—;25.84
Price/Cash Flow;—;27.71;177.57;—;—;—;—;90.15;140.76;320.72;176.52;185.48;17.36
Price/Book;—;—;—;1.56;2.95;3.36;11.66;5.08;4.38;7.05;8.75;8.24;4.27
Price/Forward Earnings;—;—;—;—;—;—;85.47;44.64;78.74;666.67;—;269.59;—
PEG Ratio;—;—;—;—;—;—;—;—;7.89;66.48;—;—;—
Earnings Yield %;-60.00;-5.88;-1.67;-20.12;-15.67;-22.98;-7.00;0.42;2.90;0.40;-1.79;-5.00;—
Enterprise Value (Bil);0.01;0.03;0.05;0.01;0.02;0.02;0.08;0.19;0.32;1.22;1.75;0.36;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;104.80;27.64;196.24;187.37;127.35;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;88.97;25.57;113.88;1,307.61;-14.86;—
