Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;2.79;8.97;9.85;10.34;8.50;8.11;6.31;7.55;7.65;9.18;8.16;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;—;44.82;92.43;159.16;48.16;48.47;25.37;24.23;28.79;27.32;37.36;31.81;17.36
Price/Book;—;12.07;31.68;30.44;34.80;60.66;135.58;9.17;10.96;13.56;34.33;40.29;4.27
Price/Forward Earnings;—;-60.61;-129.87;-196.08;-555.56;147.06;—;51.55;58.48;68.03;88.50;94.46;—
PEG Ratio;—;—;—;—;—;8.41;—;3.44;2.34;2.73;—;5.07;—
Earnings Yield %;—;-6.90;-1.81;-3.32;-3.63;-4.25;-2.49;-2.48;-1.92;-2.02;-1.43;-2.38;—
Enterprise Value (Bil);—;0.32;1.13;1.79;2.58;2.95;4.36;4.43;6.26;7.62;10.26;5.55;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;-57.54;-43.54;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;2,134.35;5,803.93;-78.58;—
