Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.53;0.37;0.42;0.58;0.55;0.45;0.51;0.47;0.54;0.53;0.50;0.50;1.50
Price/Earnings;12.28;23.25;46.20;—;44.12;—;—;26.65;43.64;—;35.00;34.01;24.83
Price/Cash Flow;3.75;2.61;3.09;3.88;4.50;3.30;3.67;3.42;4.72;3.59;3.70;3.67;11.13
Price/Book;0.74;0.61;0.68;0.91;0.77;0.70;0.90;0.82;1.01;0.98;0.97;0.88;1.87
Price/Forward Earnings;11.52;8.87;9.91;14.22;13.18;11.39;13.40;11.60;12.45;11.98;11.56;12.50;—
PEG Ratio;1.65;2.11;5.13;4.81;3.57;3.48;2.34;2.67;1.28;1.90;0.90;2.40;—
Earnings Yield %;8.14;4.30;2.16;-18.37;2.27;-16.01;-1.60;3.75;2.29;-3.59;-6.14;-1.93;—
Enterprise Value (Bil);87.51;80.00;79.89;71.99;65.66;54.48;57.45;51.68;63.28;57.15;52.41;55.99;—
Enterprise Value/EBIT;8.57;12.18;14.83;—;16.14;—;35.40;19.57;21.78;43.07;69.14;29.62;—
Enterprise Value/EBITDA;4.93;5.06;5.51;5.60;6.10;5.27;5.22;5.50;8.03;6.88;5.51;6.07;—
