Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;0.23;0.65;0.54;0.34;0.66;0.74;0.54;0.59;0.46;0.79;0.55;3.01
Price/Earnings;—;33.73;13.96;22.02;16.17;45.48;29.52;13.92;14.58;—;17.86;42.87;25.53
Price/Cash Flow;—;2.23;7.58;7.24;5.58;7.50;9.16;9.39;7.02;7.36;6.25;7.65;17.03
Price/Book;—;3.50;2.38;1.81;1.11;2.09;2.38;1.74;2.00;1.61;2.81;1.87;4.19
Price/Forward Earnings;—;13.50;12.84;23.92;17.92;33.00;21.10;12.48;12.63;12.00;11.29;20.22;—
PEG Ratio;—;—;0.76;1.41;1.05;—;—;1.04;1.05;—;—;—;—
Earnings Yield %;—;2.97;7.16;4.54;6.18;2.20;3.39;7.18;6.86;-1.59;5.60;4.80;—
Enterprise Value (Mil);—;327.79;273.60;213.44;114.40;272.35;304.06;199.64;522.89;394.52;589.82;319.70;—
Enterprise Value/EBIT;—;10.70;7.58;10.44;5.77;14.79;13.25;6.24;16.93;—;14.66;11.21;—
Enterprise Value/EBITDA;—;7.00;4.98;5.21;2.70;6.53;6.56;3.65;10.11;34.22;10.07;10.17;—
