Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.16;6.47;11.35;15.71;13.36;8.01;12.47;13.69;14.37;16.94;20.20;13.48;3.07
Price/Earnings;39.08;49.19;130.11;96.14;56.12;42.97;41.62;64.92;50.72;85.85;110.92;58.92;25.84
Price/Cash Flow;13.39;25.46;45.03;55.95;51.09;29.32;43.06;39.08;54.71;49.11;64.89;43.05;17.36
Price/Book;3.57;5.23;10.28;20.80;14.51;8.40;11.25;12.59;10.99;11.49;14.08;11.46;4.27
Price/Forward Earnings;21.79;32.47;50.25;54.64;50.00;34.84;50.00;47.17;46.51;54.95;84.03;52.31;—
PEG Ratio;1.23;1.77;3.20;1.92;2.08;2.58;3.19;2.22;3.19;2.37;2.16;3.14;—
Earnings Yield %;2.56;2.03;0.77;1.04;1.78;2.33;2.40;1.54;1.97;1.16;0.90;1.84;—
Enterprise Value (Bil);3.37;6.38;13.96;26.52;27.77;18.49;31.16;42.69;47.47;52.60;67.56;39.92;—
Enterprise Value/EBIT;17.23;24.51;76.61;63.50;40.46;31.15;31.53;44.65;42.42;60.46;74.73;44.56;—
Enterprise Value/EBITDA;13.09;19.69;51.69;50.28;34.28;25.33;27.26;37.98;36.18;50.00;61.70;38.29;—
