Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.72;0.83;1.35;1.21;1.12;1.06;1.43;0.74;0.67;0.57;0.84;0.81;1.50
Price/Earnings;14.20;—;678.50;105.55;86.07;45.83;35.62;15.51;18.05;20.05;29.28;22.86;24.83
Price/Cash Flow;15.19;49.48;16.38;27.18;14.11;8.27;11.11;6.18;13.54;9.31;13.59;8.91;11.13
Price/Book;1.32;1.39;2.35;1.87;2.02;2.11;3.14;1.49;1.37;1.26;2.08;1.72;1.87
Price/Forward Earnings;11.40;29.67;66.67;31.95;23.92;22.42;23.98;13.35;13.89;35.09;32.15;20.13;—
PEG Ratio;0.27;6.95;15.60;7.49;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.04;-0.12;0.15;0.95;1.16;2.18;2.81;6.45;5.54;4.99;3.42;5.14;—
Enterprise Value (Bil);0.54;0.64;1.22;1.00;1.10;1.11;1.77;0.78;1.02;1.14;1.16;1.10;—
Enterprise Value/EBIT;8.06;515.60;154.63;68.38;57.59;32.20;26.33;8.16;12.76;15.58;15.93;16.87;—
Enterprise Value/EBITDA;4.65;11.69;18.87;13.71;13.56;9.42;11.85;4.85;6.36;7.39;7.56;7.54;—
