Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.56;0.44;0.60;0.68;0.62;0.74;0.93;0.69;1.12;0.81;1.04;0.85;3.07
Price/Earnings;—;20.23;12.73;7.78;8.14;11.26;11.28;36.77;73.12;104.09;24.83;34.27;25.84
Price/Cash Flow;—;5.16;6.40;6.15;5.79;7.15;7.60;16.95;18.60;13.07;10.17;13.60;17.36
Price/Book;2.20;1.99;2.48;2.17;1.70;1.80;2.21;1.58;2.76;2.08;2.76;2.06;4.27
Price/Forward Earnings;10.52;21.55;9.62;9.08;—;11.55;11.67;—;18.62;52.91;16.05;—;—
PEG Ratio;0.88;1.79;0.80;0.76;—;1.55;1.92;—;—;—;—;—;—
Earnings Yield %;-11.45;4.94;7.85;12.85;12.28;8.88;8.86;2.72;1.37;0.96;4.03;4.69;—
Enterprise Value (Bil);1.39;1.23;1.62;1.80;1.56;1.91;2.75;2.08;3.88;2.97;4.13;2.70;—
Enterprise Value/EBIT;—;12.82;7.87;4.71;4.65;6.48;6.45;63.71;57.01;—;18.45;21.63;—
Enterprise Value/EBITDA;—;7.88;6.04;4.03;4.65;6.48;6.45;63.71;57.01;—;10.68;23.12;—
