Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.34;1.35;3.18;1.83;0.63;0.62;0.95;0.68;0.56;0.64;0.97;0.72;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;—;300.00;—;25.84
Price/Cash Flow;77.71;11.84;73.46;30.88;6.97;27.54;18.70;13.09;7.02;19.00;10.00;18.18;17.36
Price/Book;—;4.59;10.36;8.17;3.26;5.66;15.28;5.51;4.50;11.12;19.26;8.23;4.27
Price/Forward Earnings;—;41.15;66.67;66.67;192.31;36.90;28.09;12.80;10.86;20.96;121.95;35.58;—
PEG Ratio;—;1.37;2.58;2.58;—;0.87;1.08;4.27;0.77;1.57;—;—;—
Earnings Yield %;-4.87;-2.06;-1.21;-2.91;-4.23;-9.34;-3.33;-0.31;-4.18;-20.58;-4.74;-8.11;—
Enterprise Value (Bil);12.86;1.97;6.69;4.69;1.10;1.44;2.44;1.48;1.16;0.88;1.25;1.48;—
Enterprise Value/EBIT;—;19.80;—;—;—;—;—;68.43;—;—;8.89;-77.76;—
Enterprise Value/EBITDA;—;12.69;87.68;835.02;28.37;166.45;27.55;10.37;13.07;—;25.21;100.65;—
