Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.69;0.52;0.66;0.66;0.45;0.44;0.22;0.29;0.37;0.23;0.45;0.30;3.01
Price/Earnings;20.18;11.60;19.75;20.16;13.12;13.80;—;12.44;15.16;—;10.39;11.49;25.53
Price/Cash Flow;16.02;9.58;12.20;14.64;12.73;5.98;4.14;3.66;4.48;2.58;4.03;4.25;17.03
Price/Book;2.20;1.71;2.03;1.91;1.35;1.43;0.86;1.07;1.23;0.96;1.67;1.01;4.19
Price/Forward Earnings;14.37;8.82;14.68;15.97;11.93;—;—;11.36;10.60;7.47;16.47;—;—
PEG Ratio;0.87;0.50;0.83;0.91;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.96;8.62;5.06;4.96;7.62;7.25;-19.63;8.04;6.59;-26.52;9.63;-1.32;—
Enterprise Value (Bil);1.61;1.38;1.81;1.92;1.44;1.43;0.82;0.92;1.54;1.13;1.46;1.10;—
Enterprise Value/EBIT;13.28;7.86;12.12;12.94;8.61;9.18;—;12.40;16.92;—;22.60;10.13;—
Enterprise Value/EBITDA;9.33;5.84;8.36;8.70;5.88;6.13;756.75;6.02;10.46;—;13.34;57.18;—
