Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.22;0.30;0.47;0.49;0.37;0.30;0.30;0.16;0.28;0.55;0.60;0.31;3.07
Price/Earnings;13.25;12.35;18.61;18.76;16.02;12.91;13.82;6.43;13.04;19.43;15.11;12.57;25.84
Price/Cash Flow;—;—;23.71;322.01;57.07;15.91;18.73;7.09;5.78;8.06;9.61;12.32;17.36
Price/Book;1.63;2.24;3.54;3.65;3.55;2.81;2.75;1.46;2.51;4.58;3.83;2.63;4.27
Price/Forward Earnings;10.74;11.27;15.36;14.86;14.01;11.78;12.22;7.40;11.76;14.64;15.80;12.01;—
PEG Ratio;0.39;0.55;0.77;0.76;1.17;2.83;1.46;0.71;1.74;0.52;0.78;1.70;—
Earnings Yield %;7.55;8.10;5.37;5.33;6.24;7.75;7.24;15.55;7.67;5.15;6.62;8.63;—
Enterprise Value (Bil);1.17;1.79;2.59;3.26;4.61;4.59;5.52;5.00;6.93;11.41;14.82;6.81;—
Enterprise Value/EBIT;12.23;11.89;14.60;15.16;15.82;13.97;14.25;10.89;14.10;19.08;16.42;14.15;—
Enterprise Value/EBITDA;10.39;10.67;13.18;13.71;13.93;12.21;12.49;9.43;12.11;16.61;14.39;12.27;—
