Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.51;1.63;1.59;1.75;1.89;2.45;2.26;2.40;2.99;1.85;2.01;2.42;3.01
Price/Earnings;19.89;19.91;19.03;22.89;26.22;27.31;26.99;—;33.82;22.11;19.88;27.11;25.53
Price/Cash Flow;6.30;7.04;7.80;5.80;7.98;7.56;8.18;10.09;13.12;7.87;9.23;9.61;17.03
Price/Book;1.84;1.62;1.59;1.81;1.83;2.20;2.02;2.37;2.66;1.65;1.73;2.17;4.19
Price/Forward Earnings;18.25;14.60;14.25;20.96;21.55;26.46;26.11;24.45;29.24;17.89;20.83;25.95;—
PEG Ratio;5.03;4.87;4.75;5.24;—;—;—;—;—;6.39;—;—;—
Earnings Yield %;5.03;5.02;5.25;4.37;3.81;3.66;3.70;-3.64;2.96;4.52;5.03;2.23;—
Enterprise Value (Bil);2.08;2.06;2.03;2.20;2.23;2.49;2.48;2.63;3.21;2.63;2.88;2.70;—
Enterprise Value/EBIT;13.86;14.02;13.89;15.11;17.07;17.54;17.22;—;25.96;21.78;18.84;20.38;—
Enterprise Value/EBITDA;9.47;9.37;9.17;9.82;10.56;11.14;10.83;137.53;15.09;11.88;11.07;29.75;—
