Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.45;1.78;2.65;2.87;2.70;2.81;3.41;3.86;5.76;7.01;7.00;4.61;3.01
Price/Earnings;16.83;19.13;28.25;31.90;23.58;52.90;58.08;22.29;67.85;—;606.36;115.40;25.53
Price/Cash Flow;7.55;9.89;15.78;16.86;14.72;13.66;18.94;17.59;21.57;23.88;18.15;19.79;17.03
Price/Book;1.18;1.54;2.35;2.75;3.01;2.57;3.14;3.33;1.74;1.79;1.82;3.02;4.19
Price/Forward Earnings;10.60;12.56;16.84;17.89;15.75;17.48;19.42;17.64;22.08;21.41;21.88;20.24;—
PEG Ratio;0.90;0.98;1.34;1.33;1.30;1.43;3.05;18.68;1.84;1.35;1.55;6.61;—
Earnings Yield %;5.94;5.23;3.54;3.14;4.24;1.89;1.72;4.49;1.47;-0.30;-0.26;1.90;—
Enterprise Value (Bil);12.40;14.11;19.61;22.08;24.19;34.91;39.80;41.94;104.29;106.07;106.41;64.54;—
Enterprise Value/EBIT;12.40;13.28;18.10;20.16;18.15;31.09;29.79;29.00;78.59;279.13;749.35;90.05;—
Enterprise Value/EBITDA;7.60;8.32;11.53;12.85;12.36;15.84;14.92;14.55;32.85;25.90;27.32;20.68;—
