Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.52;0.58;0.74;0.78;0.80;0.90;1.03;0.59;0.62;0.71;0.51;0.79;1.50
Price/Earnings;15.77;21.31;25.30;29.21;24.98;21.13;22.19;12.20;12.70;14.44;10.39;17.07;24.83
Price/Cash Flow;7.06;8.95;10.71;12.34;11.09;11.76;11.48;6.52;6.32;6.92;4.69;8.67;11.13
Price/Book;1.54;1.93;2.67;1.96;2.24;2.83;2.95;1.57;1.18;1.15;0.84;1.93;1.87
Price/Forward Earnings;8.88;12.42;2.85;15.70;12.77;13.77;14.71;7.52;10.78;12.82;11.86;12.63;—
PEG Ratio;0.58;0.69;0.16;0.87;1.30;1.37;1.72;0.72;—;—;—;1.36;—
Earnings Yield %;6.34;4.69;3.95;3.42;4.00;4.73;4.51;8.20;7.87;6.93;9.63;6.27;—
Enterprise Value (Bil);2.67;4.30;6.09;6.38;7.60;10.21;12.39;7.27;12.19;10.29;7.52;10.76;—
Enterprise Value/EBIT;9.60;11.90;16.08;20.59;15.96;15.24;15.69;8.44;15.09;15.36;11.45;14.66;—
Enterprise Value/EBITDA;5.48;5.74;8.02;9.57;8.71;8.57;9.29;5.20;7.82;6.89;5.04;7.88;—
