Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.74;0.82;1.39;1.49;2.25;2.15;2.27;1.69;2.09;1.87;1.86;1.98;1.76
Price/Earnings;74.42;97.00;22.53;24.14;24.83;24.06;20.36;19.64;26.96;19.29;19.09;21.57;17.62
Price/Cash Flow;12.10;16.24;13.83;16.57;20.41;19.11;13.94;18.59;15.51;12.40;13.59;15.74;9.46
Price/Book;1.16;1.59;1.63;1.76;2.25;2.48;2.36;2.13;2.67;2.35;2.35;2.36;2.05
Price/Forward Earnings;10.57;—;—;—;—;—;21.10;—;—;—;16.61;18.15;—
PEG Ratio;0.98;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.34;—;—;—;—;4.16;4.91;—;—;—;5.24;4.68;—
Enterprise Value (Bil);47.04;—;—;—;—;89.47;96.94;—;—;—;95.78;88.00;—
Enterprise Value/EBIT;48.14;—;—;—;—;17.71;17.47;—;—;—;16.42;17.18;—
Enterprise Value/EBITDA;16.30;—;—;—;—;14.46;14.42;—;—;—;12.31;13.46;—
