Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.51;0.49;0.65;0.63;0.85;0.93;1.20;0.95;1.19;0.99;1.16;1.06;1.50
Price/Earnings;9.81;10.16;13.74;10.07;16.85;16.85;18.23;13.36;18.23;28.45;41.15;19.34;24.83
Price/Cash Flow;5.93;5.04;6.93;7.62;7.56;8.40;10.85;9.29;9.30;6.81;7.64;8.92;11.13
Price/Book;1.48;1.45;1.94;1.78;2.22;2.39;2.89;2.25;2.93;2.45;2.48;2.53;1.87
Price/Forward Earnings;9.60;9.76;12.48;11.93;15.04;14.35;16.37;12.21;15.36;18.35;20.45;16.94;—
PEG Ratio;2.50;2.80;1.89;2.02;2.31;1.60;2.78;1.76;2.34;10.08;0.96;3.50;—
Earnings Yield %;10.19;9.84;7.28;9.93;5.94;5.94;5.48;7.48;5.48;3.52;2.43;5.59;—
Enterprise Value (Bil);32.94;32.54;40.09;40.83;47.44;51.16;63.28;57.02;81.24;70.08;71.97;64.30;—
Enterprise Value/EBIT;9.07;8.86;11.17;9.13;12.87;13.14;14.37;11.45;15.57;20.19;30.51;15.17;—
Enterprise Value/EBITDA;6.09;5.86;7.23;6.23;8.17;8.71;9.80;7.98;10.39;10.49;13.01;9.42;—
