Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.02;1.14;1.72;1.69;1.28;1.60;1.38;0.85;1.27;1.28;1.45;1.27;3.07
Price/Earnings;19.63;20.16;29.23;31.11;29.00;28.83;106.84;42.71;33.73;30.91;27.05;118.83;25.84
Price/Cash Flow;15.61;17.65;31.11;22.63;19.64;26.91;22.75;14.47;17.35;10.60;10.21;18.21;17.36
Price/Book;3.37;3.45;4.99;4.86;4.07;4.63;4.41;3.07;4.22;3.30;3.47;3.93;4.27
Price/Forward Earnings;16.29;16.26;20.12;—;—;26.11;37.88;21.88;27.32;20.75;—;28.15;—
PEG Ratio;0.90;0.99;1.28;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.09;4.96;3.42;3.21;3.45;3.47;0.94;2.34;2.96;3.24;3.70;2.59;—
Enterprise Value (Bil);0.72;0.79;1.22;1.28;0.97;1.25;1.63;1.24;1.73;1.53;1.62;1.48;—
Enterprise Value/EBIT;16.61;12.66;19.41;19.01;17.20;19.69;42.94;23.32;24.85;21.01;18.42;26.95;—
Enterprise Value/EBITDA;11.30;9.48;14.62;14.62;12.96;15.31;22.41;11.48;14.05;12.12;11.42;15.05;—
