Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.11;1.05;1.55;1.22;1.01;1.55;1.95;1.37;1.60;1.51;1.83;1.55;3.07
Price/Earnings;14.51;13.81;18.27;18.81;12.83;16.89;40.01;20.28;15.68;184.90;24.02;35.19;25.84
Price/Cash Flow;19.90;11.49;15.97;13.36;10.59;15.11;16.58;12.03;14.49;10.66;13.79;13.74;17.36
Price/Book;2.49;2.85;3.56;2.71;2.53;3.24;3.84;2.81;3.00;3.00;3.40;3.21;4.27
Price/Forward Earnings;12.27;10.75;13.33;11.19;11.03;16.50;17.48;11.15;13.09;15.48;16.64;14.86;—
PEG Ratio;1.44;4.46;5.53;4.64;—;3.40;1.75;1.11;1.36;10.18;0.85;2.31;—
Earnings Yield %;6.89;7.24;5.47;5.32;7.80;5.92;2.50;4.93;6.38;0.54;4.16;4.09;—
Enterprise Value (Bil);2.90;2.62;3.83;3.97;3.29;4.57;5.47;5.02;5.65;5.32;6.06;5.16;—
Enterprise Value/EBIT;9.88;8.41;11.19;12.70;9.03;11.54;24.87;11.44;12.10;65.00;17.96;19.89;—
Enterprise Value/EBITDA;8.15;7.10;9.71;10.26;7.62;9.85;18.83;9.27;9.62;25.76;12.99;13.42;—
