Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.70;1.18;1.07;1.10;1.55;2.29;3.30;3.30;4.53;4.16;3.79;3.45;3.01
Price/Earnings;15.37;15.47;18.17;18.83;20.40;21.94;23.86;17.08;25.71;19.52;17.63;21.74;25.53
Price/Cash Flow;5.19;5.08;6.79;7.35;7.68;9.66;10.51;9.15;13.56;11.30;12.46;10.87;17.03
Price/Book;1.33;1.31;1.60;1.82;2.01;2.25;2.44;2.27;2.38;1.80;1.61;2.16;4.19
Price/Forward Earnings;13.35;10.65;14.37;18.80;19.12;20.96;22.17;21.41;23.98;18.90;17.76;21.72;—
PEG Ratio;3.31;1.25;2.48;2.45;3.11;3.65;2.98;3.07;3.44;2.50;2.51;3.03;—
Earnings Yield %;6.51;6.46;5.50;5.31;4.90;4.56;4.19;5.86;3.89;5.12;5.67;4.74;—
Enterprise Value (Bil);5.29;5.84;6.89;8.23;9.32;11.01;13.02;14.47;17.65;16.98;19.05;14.48;—
Enterprise Value/EBIT;11.42;12.99;13.73;13.58;14.86;16.53;17.97;20.16;23.42;20.42;20.38;19.30;—
Enterprise Value/EBITDA;7.60;8.39;9.32;9.56;10.32;11.48;12.47;13.41;15.41;13.46;13.73;13.02;—
