Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.87;1.17;1.57;1.45;0.95;0.92;0.69;0.44;0.48;0.56;0.59;0.61;3.07
Price/Earnings;—;—;—;20.87;2.99;96.88;68.25;—;28.13;6.29;3.54;29.04;25.84
Price/Cash Flow;0.67;—;3.81;—;—;—;—;7.12;—;2.82;1.34;4.46;17.36
Price/Book;0.50;0.56;0.88;0.99;0.53;0.54;0.48;0.47;0.55;0.77;1.02;0.59;4.27
Price/Forward Earnings;6.82;10.16;17.21;—;—;—;—;—;—;—;4.65;—;—
PEG Ratio;0.68;1.02;1.72;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-10.04;-8.57;-1.53;4.79;33.42;1.03;1.47;-11.62;3.56;15.89;28.23;2.71;—
Enterprise Value (Bil);-0.88;0.60;1.31;2.92;0.48;0.54;0.95;1.12;2.09;2.07;3.77;1.46;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;19.04;8.50;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;555.21;15.75;8.11;—;—
