Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.50;2.60;3.92;4.04;3.98;3.98;4.48;3.38;5.76;6.86;7.79;4.86;3.01
Price/Earnings;9.89;11.68;21.00;21.70;28.08;15.86;16.09;15.27;25.06;31.46;27.08;20.96;25.53
Price/Cash Flow;8.68;9.47;12.89;18.51;14.65;16.74;12.91;11.35;22.20;22.66;23.13;16.72;17.03
Price/Book;2.74;2.37;3.08;3.28;36.73;15.74;11.25;8.64;10.50;14.53;15.86;12.40;4.19
Price/Forward Earnings;11.01;10.76;16.45;21.05;22.17;15.82;14.95;9.98;17.70;20.96;19.38;15.40;—
PEG Ratio;0.90;—;7.44;—;3.90;5.78;5.67;1.14;1.47;2.62;1.55;2.84;—
Earnings Yield %;10.11;8.56;4.76;4.61;3.56;6.30;6.21;6.55;3.99;3.18;3.69;5.16;—
Enterprise Value (Bil);6.69;6.12;8.54;9.37;11.70;12.82;16.18;13.00;29.72;41.39;50.50;22.62;—
Enterprise Value/EBIT;5.63;6.41;12.05;12.54;19.74;11.99;11.48;7.85;21.56;26.06;22.81;15.44;—
Enterprise Value/EBITDA;5.24;5.85;10.77;11.28;17.42;11.34;11.02;7.56;17.54;21.58;19.87;13.63;—
