Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.56;3.76;4.09;2.89;2.44;3.27;4.12;2.76;3.28;5.35;6.37;3.68;3.01
Price/Earnings;34.44;40.12;47.21;31.98;36.98;64.15;53.47;50.63;32.83;34.60;46.66;47.90;25.53
Price/Cash Flow;27.41;22.53;24.05;15.72;15.00;21.21;24.22;17.61;18.73;27.75;27.74;21.55;17.03
Price/Book;3.48;4.01;4.21;2.92;2.44;3.27;3.96;3.12;3.73;4.99;5.58;3.76;4.19
Price/Forward Earnings;18.15;20.62;21.05;19.96;21.32;20.88;24.10;15.63;19.12;28.90;33.78;22.16;—
PEG Ratio;1.00;1.03;1.05;1.00;4.27;1.98;2.41;1.56;3.82;2.89;3.37;2.83;—
Earnings Yield %;2.90;2.49;2.12;3.13;2.70;1.56;1.87;1.98;3.05;2.89;2.14;2.48;—
Enterprise Value (Bil);5.87;8.36;9.64;7.38;6.01;7.97;10.40;10.06;12.06;18.30;21.72;11.47;—
Enterprise Value/EBIT;35.72;34.01;39.54;26.88;26.93;45.68;36.61;30.79;28.57;43.38;41.22;35.79;—
Enterprise Value/EBITDA;22.91;21.15;22.56;15.85;14.24;21.57;22.50;18.85;18.95;29.50;30.15;21.64;—
