Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;44,921.60;3,619.79;517.52;257.68;84.23;77.75;138.68;341.04;3,036.69;1.18;4,677.26;1,385.97;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;1.27;1.01;1.43;25.53
Price/Cash Flow;—;—;—;—;—;—;—;—;—;1.18;1.01;1.21;17.03
Price/Book;17.55;27.76;25.29;12.49;7.46;10.32;81.50;12.01;46.88;1.55;1.52;34.77;4.19
Price/Forward Earnings;-454.55;416.67;-123.46;15.67;—;—;—;—;—;—;3.55;—;—
PEG Ratio;—;27.89;—;1.05;—;—;—;—;—;—;0.24;—;—
Earnings Yield %;-1.24;-1.81;-2.73;-8.74;-10.51;-24.09;-8.65;-17.50;-8.16;78.57;-15.76;5.24;—
Enterprise Value (Bil);1.20;1.45;0.95;0.26;0.12;0.11;0.21;0.15;0.26;0.11;0.08;0.22;—
Enterprise Value/EBIT;6.44;—;—;—;—;—;—;—;—;0.68;0.38;-11.63;—
Enterprise Value/EBITDA;6.43;—;—;—;—;—;—;—;—;0.68;0.38;-11.64;—
