Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.01;1.02;1.39;1.51;2.31;1.98;2.14;2.43;2.59;2.65;2.64;2.34;3.07
Price/Earnings;16.83;16.78;23.16;23.36;31.13;21.23;23.18;22.95;25.06;28.08;29.36;24.08;25.84
Price/Cash Flow;16.24;16.21;19.14;18.85;21.56;19.02;19.42;18.69;26.65;22.59;27.68;21.25;17.36
Price/Book;2.91;2.91;3.60;3.81;5.23;4.14;3.90;4.07;4.07;3.92;3.85;3.97;4.27
Price/Forward Earnings;15.06;14.29;18.98;21.19;27.40;20.70;20.96;23.98;26.18;26.67;26.39;23.57;—
PEG Ratio;1.37;1.69;1.87;2.60;4.38;3.62;3.40;3.80;6.33;5.20;5.02;4.06;—
Earnings Yield %;5.94;5.96;4.32;4.28;3.21;4.71;4.31;4.36;3.99;3.56;3.41;4.22;—
Enterprise Value (Bil);7.44;7.72;11.73;13.65;20.98;18.24;19.08;22.98;23.68;24.74;25.33;21.68;—
Enterprise Value/EBIT;10.04;10.01;14.46;14.60;19.61;13.72;14.77;19.03;19.29;21.78;22.27;17.75;—
Enterprise Value/EBITDA;8.60;8.66;12.53;12.82;17.43;12.48;13.41;16.78;17.00;18.44;18.81;15.64;—
