Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.35;0.42;0.56;0.48;0.69;0.60;0.70;1.20;1.04;0.78;1.00;0.93;1.50
Price/Earnings;8.12;9.54;13.88;16.36;23.33;28.16;19.18;33.40;18.15;27.56;29.19;26.66;24.83
Price/Cash Flow;7.65;8.24;15.09;10.87;13.61;12.96;12.41;16.95;12.16;4.94;5.84;13.42;11.13
Price/Book;1.51;1.57;2.02;1.52;1.22;1.37;1.92;1.07;1.26;0.97;1.34;1.45;1.87
Price/Forward Earnings;7.40;5.38;9.20;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.63;5.98;10.22;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;12.32;10.48;7.21;6.11;4.29;3.55;5.21;2.99;5.51;3.63;-4.72;3.98;—
Enterprise Value (Mil);224.60;281.13;324.63;302.02;343.16;417.42;531.61;453.17;590.22;449.58;521.79;505.08;—
Enterprise Value/EBIT;4.44;4.82;5.77;7.02;9.25;8.81;9.60;27.47;17.41;18.35;18.94;16.19;—
Enterprise Value/EBITDA;3.72;4.15;4.77;5.70;7.49;7.15;8.48;20.32;13.57;11.62;163.06;17.19;—
