Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;0.26;0.30;0.29;0.37;0.31;0.37;0.28;3.01
Price/Earnings;—;—;—;—;—;49.29;27.06;12.41;23.40;—;26.12;22.04;25.53
Price/Cash Flow;—;—;—;—;—;14.80;11.60;10.11;12.65;10.01;13.07;10.88;17.03
Price/Book;—;—;—;—;—;2.43;2.50;2.18;2.59;2.09;2.45;2.30;4.19
Price/Forward Earnings;—;—;—;—;—;21.55;19.05;14.39;16.21;17.73;27.62;20.32;—
PEG Ratio;—;—;—;—;—;—;2.22;1.68;1.47;3.24;0.26;—;—
Earnings Yield %;—;—;—;—;—;2.03;3.70;8.06;4.27;-1.89;-1.89;3.69;—
Enterprise Value (Bil);—;—;—;—;—;9.92;10.58;10.46;14.28;12.78;14.10;10.98;—
Enterprise Value/EBIT;—;—;—;—;—;33.42;20.85;15.43;20.69;145.22;185.52;32.24;—
Enterprise Value/EBITDA;—;—;—;—;—;13.94;11.63;10.34;13.73;25.26;28.31;14.33;—
